STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,citizen,Country of citizenship,agedef,Age definition,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2013,,1399,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2014,,2168,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2015,,3401,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2016,,3534,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2017,,4731,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2018,,9350,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2019,,21542,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2020,,18212,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2021,,20374,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2022,,24148,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,PT,Portugal,2023,,57967,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2013,,2417,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2014,,1830,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2015,,1728,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2016,,5386,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2017,,5647,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2018,,4310,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2019,,5854,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2020,,11128,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2021,,13064,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2022,,11313,,e,estimated,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,RO,Romania,2023,,29453,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2013,,8561,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2014,,7318,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2015,,6940,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2016,,7614,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2017,,8993,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2018,,9797,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2019,,9472,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2020,,11543,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2021,,14102,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2022,,13752,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SE,Sweden,2023,,13121,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2013,,5563,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2014,,5494,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2015,,7346,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2016,,7268,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2017,,8505,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2018,,15199,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2019,,18079,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2020,,15790,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2021,,12448,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2022,,5604,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SI,Slovenia,2023,,5415,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2013,,175,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2014,,177,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2015,,336,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2016,,236,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2017,,319,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2018,,366,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2019,,392,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2020,,409,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2021,,270,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2022,,141,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_H,"Countries other than EU, EFTA and Candidate countries with high Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,SK,Slovakia,2023,,298,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2013,,3996,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2014,,5377,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2015,,22940,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2016,,13935,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2017,,3812,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2018,,2520,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2019,,2691,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2020,,2002,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2022,,5106,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,AT,Austria,2023,,5320,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2013,,11413,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2014,,10910,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2015,,19434,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2016,,12768,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2017,,12017,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2018,,13974,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2019,,17369,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2020,,8789,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2021,,15898,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2022,,20821,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BE,Belgium,2023,,17994,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2013,,131,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2014,,187,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2015,,169,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2016,,182,,,,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2017,,189,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2018,,199,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2019,,260,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2020,,155,,p,provisional,,
dataflow,ESTAT:MIGR_IMM9CTZ(1.0),"Immigration by age group, sex and level of human development of the country of citizenship",A,Annual,EXT_FOR_HDI_L,"Countries other than EU, EFTA and Candidate countries with low Human Development Index (HDI)",COMPLET,Age in completed years,TOTAL,Total,NR,Number,T,Total,BG,Bulgaria,2021,,125,,,,,
